t_seconds,soc_percent
833,71.26706865359255
834,71.34379817616602
835,71.4205355422018
836,71.49728075250168
837,71.5740338078675
838,71.65079470910119
839,71.72756345700479
840,71.8043400523804
841,71.8811244960302
842,71.95791678875646
843,72.03471693136153
844,72.11152492464785
845,72.18834076941793
846,72.26516446647436
847,72.34199601661982
848,72.41883542065708
849,72.49568267938896
850,72.57253779361841
851,72.64940076414842
852,72.7262715917821
853,72.80315027732259
854,72.88003682157316
855,72.95693122533714
856,73.03383348941796
857,73.1107436146191
858,73.18766160174414
859,73.26458745159677
860,73.3415211649807
861,73.41846274269979
862,73.49541218555792
863,73.57236949435911
864,73.64933466990742
865,73.726307713007
866,73.80328862446211
867,73.88027740507705
868,73.95727405565624
869,74.03427857700416
870,74.11129096992536
871,74.18831123522452
872,74.26533937370634
873,74.34237538617565
874,74.41941927343734
875,74.4964710362964
876,74.57353067555789
877,74.65059819202695
878,74.7276735865088
879,74.80475685980875
880,74.88184801273219
881,74.9589470460846
882,75.03605396067154
883,75.11316875729862
884,75.19029143677159
885,75.26742199989624
886,75.34456044747846
887,75.4217067803242
888,75.49886099923953
889,75.57602310503056
890,75.65319309850352
891,75.7303709804647
892,75.80755675172048
893,75.88475041307733
894,75.96195196534177
895,76.03916140932044
896,76.11637874582006
897,76.1936039756474
898,76.27083709960937
899,76.34807811851289
900,76.425327033165
901,76.50258384437284
902,76.57984855294359
903,76.65712115968455
904,76.7344016654031
905,76.81169007090668
906,76.88898637700281
907,76.96629058449912
908,77.04360269420332
909,77.12092270692317
910,77.19825062346654
911,77.27558644464138
912,77.35293017125572
913,77.43028180411767
914,77.50764134403542
915,77.58500879181726
916,77.66238414827153
917,77.73976741420668
918,77.81715859043125
919,77.89455767775382
920,77.9719646769831
921,78.04937958892786
922,78.12680241439695
923,78.20423315419931
924,78.28167180914397
925,78.35911838004002
926,78.43657286769664
927,78.51403527292311
928,78.59150559652879
929,78.6689838393231
930,78.74647000211557
931,78.82396408571579
932,78.90146609093344
933,78.9789760185783
934,79.0564938694602
935,79.13401964438907
936,79.21155334417494
937,79.28909496962791
938,79.36664452155814
939,79.4442020007759
940,79.52176740809153
941,79.59934074431547
942,79.67692201025822
943,79.75451120673038
944,79.83210833454262
945,79.90971339450572
946,79.98732638743049
947,80.06494731412786
948,80.14257617540886
949,80.22021297208457
950,80.29785770496616
951,80.37551037486489
952,80.4531709825921
953,80.5308395289592
954,80.60851601477772
955,80.68620044085922
956,80.7638928080154
957,80.841593117058
958,80.91930136879886
959,80.99701756404988
960,81.0747417036231
961,81.15247378833058
962,81.2302138189845
963,81.30796179639711
964,81.38571772138074
965,81.46348159474782
966,81.54125341731084
967,81.61903318988239
968,81.69682091327513
969,81.77461658830183
970,81.8524202157753
971,81.93023179650847
972,82.00805133131433
973,82.08587882100598
974,82.16371426639657
975,82.24155766829935
976,82.31940902752767
977,82.39726834489493
978,82.47513562121462
979,82.55301085730035
980,82.63089405396576
981,82.70878521202461
982,82.78668433229073
983,82.86459141557803
984,82.94250646270052
985,83.02042947447227
986,83.09836045170744
987,83.17629939522028
988,83.25424630582513
989,83.3322011843364
990,83.41016403156857
991,83.48813484833624
992,83.56611363545407
993,83.6441003937368
994,83.72209512399928
995,83.8000978270564
996,83.87810850372317
997,83.95612715481467
998,84.03415378114605
999,84.11218838353257
1000,84.19023096278956
1001,84.26828151973243
1002,84.34634005517667
1003,84.42440656993786
1004,84.50248106483167
1005,84.58056354067385
1006,84.65865399828023
1007,84.73675243846672
1008,84.81485886204932
1009,84.8929732698441
1010,84.97109566266724
1011,85.04922604133498
1012,85.12736440666365
1013,85.20551075946966
1014,85.28366510056952
1015,85.3618274307798
1016,85.43999775091717
1017,85.51817606179837
1018,85.59636236424025
1019,85.6745566590597
1020,85.75275894707374
1021,85.83096922909944
1022,85.90918750595397
1023,85.98741377845458
1024,86.0656480474186
1025,86.14389031366345
1026,86.22214057800662
1027,86.3003988412657
1028,86.37866510425836
1029,86.45693936780235
1030,86.5352216327155
1031,86.61351189981573
1032,86.69181016992106
1033,86.77011644384953
1034,86.84843072241935
1035,86.92675300644875
1036,87.00508329675607
1037,87.08340928754964
1038,87.16162214080096
1039,87.23972201993091
1040,87.31770908812435
